artistName	trackID	trackName	rank	streams	frequency	danceability	energy	key	loudness	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	isrc	spotifyArtistID	releaseDate	daysSinceRelease	top10	spotifyFollowers	mbid	artistCountry
fetty wap	5V5GpAKuuep9cH2uy9s4CN	How We Do Things (feat. Monty)	189	621499	1	0.718	0.825	10	-5.063	0.128	0.0256	0.0000239	0.0825	0.559	150.103	211187	4	QMCE31500383	6PXS4YHDkKvl1wkIl4V8DL	25.09.2015	555	0	2023211	e3492ea0-5997-4241-a7bf-2fd7fb1bfad1	US
big sean	5VlstKgCJPHDIMCQO4jHcQ	Sunday Morning Jetpack	84	1971817	1	0.462	0.741	10	-8.008	0.162	0.7	0	0.34	0.585	166.029	225067	4	USUM71615606	0c173mlxpT3dSFRgMO8XPh	03.02.2017	58	0	1975551	942a9807-9c1a-4a0e-a285-1fde2c5be9d1	0
a$ap mob	5VnpYqIzm02X9gOhVElQo3	Telephone Calls	128	1144572	2	0.732	0.772	2	-6.142	0.267	0.194	0.00000154	0.242	0.466	123.009	230920	4	USRC11602562	7yO4IdJjCEPz7YgZMe25iS	28.10.2016	156	0	160687	938bbcc7-3c04-4209-85fb-fa8b3dcd2672	US
meek mill	5vZDl7Jr6GmtJjnziKSBqN	Check	128	663515	3	0.672	0.573	1	-7.708	0.277	0.000268	0	0.109	0.679	179.953	194463	4	USAT21501697	20sxb77xiYeusSH8cVdatc	04.06.2015	668	0	853359	31bcadcc-e1da-4cad-bec8-2f4f1d41b095	US
yo gotti	5w1vhNA2OEWUQ371QzyMmM	Down In the DM - Remix	200	720614	1	0.791	0.634	1	-7.684	0.0639	0.00243	0.0000543	0.0812	0.319	152.961	259072	4	USSM11600586	6Ha4aES39QiVjR0L2lwuwq	19.02.2016	408	0	563580	b02ec63e-e78d-43e5-a594-462e95036e8d	US
migos	5wihevBA7MO9PNYyWyTfkh	Brown Paper Bag	64	2225611	3	0.907	0.489	8	-5.79	0.158	0.0477	0	0.115	0.249	136.982	211244	4	QMCE31600879	6oMuImdp5ZcFhWP0ESe6mG	27.01.2017	65	0	1004165	0221734a-35a8-40f7-b5c5-2f61a200bc7c	0
jon bellion	5wQRNkb7OhzJoT1P0OZ4Rw	All Time Low	82	1548955	14	0.66	0.378	0	-9.728	0.27	0.402	0	0.0838	0.499	90.056	221333	4	USUM71504326	50JJSqHUf2RQ9xsHs0KMHg	25.05.2015	678	0	407326	2bd8101a-11c3-42d5-a9bd-6a3b26445f7e	US
halsey	5x2XIAdvFxWCwIOMNkbWUj	Young God	190	583744	1	0.457	0.594	9	-6.399	0.0401	0.315	0.0000194	0.116	0.155	119.894	180088	4	USUM71507635	26VFTg2z8YR0cCuwLzESi2	28.08.2015	583	0	1480263	3377f3bb-60fc-4403-aea9-7e800612e060	US
selena gomez	5XfywqPX6XBOdYQNbOaQvy	Good For You	5	3512603	1	0.6	0.67	5	-6.455	0.0538	0.174	0	0.0746	0.236	88.955	221560	4	USUM71508454	0C8ZW7ezQVs4URX5aX7Kqx	19.08.2015	592	1	3865339	e4bc69e2-a064-4f93-ada1-f7f209cc1cc3	US
post malone	5XhM5Tym0THyceMZkzbSWV	White Iverson	144	615233	2	0.676	0.528	7	-8.699	0.0366	0.246	0	0.0803	0.301	130.073	254769	4	TCACD1579929	246dkjvS1zLTtiykXe5h60	08.02.2015	784	0	629615	b1e26560-60e5-4236-bbdb-9aa5a8d5ee19	0
bruno mars	5XMkENs3GfeRza8MfVAhjK	Finesse	168	992157	1	0.741	0.798	5	-5.342	0.0718	0.00781	0	0.0232	0.931	104.953	191000	4	USAT21602952	0du5cEVh5yTK9QJze8zA0C	18.11.2016	135	0	5986882	afb680f2-b6eb-4cd7-a70b-a63b25c763d5	US
rihanna	5XzmZjXhMjDHr7ZfJ6DELQ	FourFiveSeconds	47	1345442	38	0.579	0.268	2	-5.65	0.0442	0.868	0	0.12	0.332	205.903	188238	4	USJMT1500001	5pKCCKE2ajJHZ9KAiaK11H	25.01.2015	798	0	9687394	73e5e69d-3554-40d8-8516-00cb38737a1c	0
jojo	5Y1ubF8BzG4x3Jbmu8W48i	F*** Apologies. (feat. Wiz Khalifa)	152	968714	1	0.726	0.59	0	-6.805	0.135	0.0288	0	0.166	0.386	95.857	195413	4	USAT21602095	5xuNBZoM7z1Vv8IQ6uM0p6	28.07.2016	248	0	301947	ed29398b-bbf3-42a0-8eff-8631509c271d	US
little mix	5y6pj7OeBFF0CVgZKhRbOG	Black Magic	173	651256	1	0.777	0.895	4	-4.464	0.0618	0.0348	0	0.317	0.838	111.987	211773	4	GBHMU1500046	3e7awlrlDSwF3iM0WBjGMp	21.05.2015	682	0	1774718	38f59974-2f4d-4bfa-b2e3-d2696de1b675	GB
burl ives	5Y84czsBksjUIF4jqe8PkH	Rudolph The Red Nosed Reindeer	131	1321689	2	0.733	0.242	0	-14.456	0.0393	0.603	0	0.431	0.826	76.523	128960	4	USMC16547433	0MHgLfmQdutffmvWe5XBTN	11.01.2013	1000	0	11276	086c1936-9eaa-4091-b140-ad33a51a3b71	US
desiigner	5YEOzOojehCqxGQCcQiyR4	Panda	5	5962704	1	0.576	0.777	10	-5.035	0.458	0.0231	0	0.366	0.251	145.2	246761	4	USUM71601094	7pFeBzX627ff0VnN6bxPR4	01.03.2016	397	1	543583	05b75ee5-98cd-430e-b1ec-ec0f61fdabda	US
jason derulo	5YHR8wBR5jXfGtP766NiAT	If It Ain't Love	43	2620107	16	0.503	0.843	10	-4.991	0.316	0.0487	0	0.344	0.774	128.63	203105	4	USWB11600368	07YZf4WDAMNwqr4jfgOZ8y	01.04.2016	366	0	2550400	6de0f914-3e60-4418-be3b-42e0feb6eb4d	US
post malone	5yuShbu70mtHXY0yLzCQLQ	Go Flex	92	1773626	14	0.662	0.496	5	-8.267	0.109	0.248	0	0.0769	0.128	81.951	179613	4	USUM71603455	246dkjvS1zLTtiykXe5h60	09.12.2016	114	0	629615	b1e26560-60e5-4236-bbdb-9aa5a8d5ee19	0
wiz khalifa	5YUTsFfH1olCp7utJ4ULVT	Cowboy	126	955699	1	0.794	0.587	9	-4.233	0.228	0.134	0	0.146	0.488	154.001	174899	4	USAT21600255	137W8MRPWKqSmrBGDBFSop	05.02.2016	422	0	4212279	f5dfa020-ad69-41cd-b3d4-fd7af0414e94	0
robin thicke	5z9x3YY4jnP5W9earHccWu	Back Together	154	599546	1	0.737	0.78	10	-5.32	0.0746	0.0983	0	0.0996	0.811	117.899	224307	4	USUM71508245	0ZrpamOxcZybMHGg1AYtHP	07.08.2015	604	0	675204	ddfd9b2f-186e-4b2c-ad09-01aa5380c225	US
cheat codes	5ZEM9j0jrFr5RdHEbl2MYV	Sex	34	2847883	25	0.51	0.692	0	-5.825	0.171	0.00451	0	0.138	0.21	102.42	228361	4	NLZ541600026	7DMveApC7UnC2NPfPvlHSU	08.04.2016	359	0	124005	8b579b9a-84ef-4975-884f-19e988cfc181	0
old dominion	5ZManJDV3CexO66nRCkdiV	Break Up with Him	142	727935	3	0.615	0.632	3	-5.382	0.0374	0.0685	0	0.108	0.561	152.035	207733	4	USRN11500243	6y8XlgIV8BLlIg1tT1R10i	06.11.2015	513	0	93849	a320c615-206f-452f-9a9b-13ea15f8c0eb	US
g-eazy	5zUKLvNNM7HOyDTuYcs1EE	Random	107	880023	2	0.577	0.778	9	-6.865	0.2	0.00414	0	0.097	0.163	86.849	182560	4	USRC11500700	02kJSzxNuaWGqwubyUba0Z	30.10.2015	520	0	1789347	db48610c-6d8f-4d10-90ca-c4d14bb1a8b1	US
chvrches	5ZVxR2lLvGky9Or49R618p	Leave A Trace	137	665755	1	0.57	0.736	9	-5.822	0.0844	0.017	0.0000574	0.178	0.267	99.86	237480	4	GBZN81500001	3CjlHNtplJyTf9npxaPl5w	17.07.2015	625	0	611126	6a93afbb-257f-4166-b389-9f2a1e5c5df8	GB
yo gotti	5ZWwLNhwmJXM7yKZJ5sxN1	They Like	193	1021635	1	0.748	0.654	7	-6.053	0.0651	0.187	0	0.265	0.668	140.039	180893	4	USSM11610178	6Ha4aES39QiVjR0L2lwuwq	23.12.2016	100	0	563580	b02ec63e-e78d-43e5-a594-462e95036e8d	US
one direction	608R6FvRtAqf2dvgKMzebP	I Want to Write You a Song	50	2107652	3	0.714	0.443	5	-7.638	0.0256	0.779	0.000109	0.144	0.52	106.038	179013	4	GBHMU1500113	4AK6F7OLvEQ5QYCBNiQWHq	13.11.2015	506	0	6272885	1a425bbd-cca4-4b2c-aeb7-71cb176c828a	GB
alessia cara	60cxstE8pABTrgaEs0jCBI	Seventeen	123	761797	4	0.411	0.75	11	-4.306	0.384	0.205	0	0.162	0.326	136.268	212933	5	USUM71506809	2wUjUUtkb5lvLKcGKsKqsR	11.03.2016	387	0	1010476	97e69730-3791-423b-9770-287261588854	CA
astrid s	60lwJa695S26FsYbhCVFVa	Hurts So Good	64	2018013	18	0.681	0.594	7	-4.986	0.0486	0.0777	0	0.0961	0.403	120.141	208729	4	NOUM71600843	3AVfmawzu83sp94QW7CEGm	20.05.2016	317	0	100387	be389638-e74f-46a9-83d2-91ee3ce1fb0c	NO
rihanna	60RWYBk24Z6lHxMcWD0oh0	Desperado	76	1332751	2	0.685	0.61	0	-5.221	0.0439	0.323	0	0.102	0.319	94.384	186467	3	QM5FT1600104	5pKCCKE2ajJHZ9KAiaK11H	29.01.2016	429	0	9687394	73e5e69d-3554-40d8-8516-00cb38737a1c	0
chance the rapper	60xaS8mYBKUW4VQQ666N0T	All Night (feat. Knox Fortune)	100	1794843	8	0.704	0.777	2	-5.729	0.195	0.0358	0	0.151	0.413	111.921	141542	4	TCACO1667443	1anyVhU62p31KFi8MEzkbf	27.05.2016	310	0	1322271	373a4c98-a46b-48e4-86ec-f6ca65b4f438	0
tory lanez	610BVUQMZpmt3eROWX9ZC1	Say It	34	2124667	39	0.558	0.521	11	-10.125	0.0551	0.0874	0.00000299	0.21	0.274	107.299	236893	4	USUM71510633	2jku7tDXc6XoB6MO2hFuqg	19.08.2016	226	0	491127	5b8ec72b-9e39-4a06-a2bf-964166b92a71	CA
fat joe	61QSuw5VlC0LTS8WMO356g	All The Way Up	65	2075946	26	0.536	0.721	10	-6.44	0.386	0.062	0	0.824	0.388	117.139	191942	5	USUYG1095627	3ScY9CQxNLQei8Umvpx5g6	02.03.2016	396	0	158905	a6a4c910-2b22-4a6f-aebe-805b176c47b8	US
rihanna	62uuztuThFtrMuigPgbGuR	Higher	146	857996	2	0.292	0.567	3	-4.191	0.0416	0.112	0.00000101	0.119	0.403	153.199	120627	3	QM5FT1600121	5pKCCKE2ajJHZ9KAiaK11H	29.01.2016	429	0	9687394	73e5e69d-3554-40d8-8516-00cb38737a1c	0
j. cole	62vpWI1CHwFy7tMIcSStl8	No Role Modelz	20	2891389	88	0.696	0.521	10	-8.465	0.332	0.302	0	0.0565	0.471	100	292987	4	USQX91402598	6l3HvQ5sa6mXTsMTB19rO5	09.12.2014	845	0	2637958	875203e1-8e58-4b86-8dcb-7190faf411c5	US
ellie goulding	638fKB27P7UAmu3Aq0vEJ3	Still Falling For You - From \Bridget Jones's Baby\	66	1910748	7	0.512	0.531	1	-8.03	0.0418	0.547	0.00000246	0.102	0.189	96.058	240867	4	GBUM71603863	0X2BH1fck6amBIoJhDVmmJ	19.08.2016	226	0	3272620	33ca19f4-18c8-4411-98df-ac23890ce9f5	0
chris brown	63Kd1PdGiJk3RYgZAenL80	Fine By Me	122	786345	1	0.714	0.701	0	-4.833	0.049	0.14	0	0.0689	0.653	119.999	207693	4	USRC11503018	7bXgB6jMjp9ATFy66eO08Z	27.11.2015	492	0	4077241	c234fa42-e6a6-443e-937e-2f4b073538a3	US
miranda lambert	63lHuquEopEUiwPy6VLxlb	Vice	194	827231	1	0.567	0.565	9	-7.78	0.0426	0.119	0.0000917	0.368	0.263	133.631	239704	4	US6XF1600029	66lH4jAE7pqPlOlzUKbwA0	18.11.2016	135	0	678295	4eca1aa0-c79f-481b-af8a-4a2d6c41aa5c	US
léon	63MRutmAXJwkxhMhPHoioS	Tired of Talking	171	727178	1	0.669	0.693	9	-6.407	0.0695	0.127	0.00000294	0.174	0.396	100.946	197000	4	USSM11509302	4SqTiwOEdYrNayaGMkc7ia	03.12.2015	486	0	39555	6b850b5d-cacc-43de-96ec-b941067d88e8	SE
nicki minaj	63NTlJWNS65JjsE3QJYr20	Changed It	180	1190499	1	0.802	0.628	11	-8.352	0.431	0.616	0	0.114	0.641	143.946	295653	4	USCM51700012	0hCNtLu0JehylgoiP8L4Gh	10.03.2017	23	0	5246123	1036b808-f58c-4a3e-b461-a2c4492ecf1b	0
wiz khalifa	66CFbqJScx6zRieGllITcs	See You Again (feat. Charlie Puth) - From \Furious 7\	89	1214338	27	0.689	0.481	10	-7.503	0.0815	0.369	0.00000103	0.0649	0.266	80.025	229526	4	USAT21503426	137W8MRPWKqSmrBGDBFSop	29.01.2016	429	0	4212279	f5dfa020-ad69-41cd-b3d4-fd7af0414e94	0
jack ü	66hayvUbTotekKU3H4ta1f	Where Are Ü Now (with Justin Bieber)	6	3593258	53	0.432	0.781	4	-4.038	0.0567	0.041	0.00000421	0.0789	0.191	139.432	250286	4	USAT21500555	1HxJeLhIuegM3KgvPn8sTa	24.02.2015	768	1	479436	8a40cfa4-e190-4133-a9af-e668c7d5f6f3	US
ed sheeran	66qlqxhEMpSHOzjRK4il0b	Castle on the Hill	4	7575380	8	0.461	0.834	2	-4.868	0.0989	0.0232	0.0000114	0.14	0.482	135.007	261154	4	GBAHS1600462	6eUKZXaKkcviH0Ku9w2n3V	06.01.2017	86	1	8493509	b8a7c51f-362c-4dcb-a259-bc6e0095f0a6	GB
the weeknd	66UVpCZ5aH3VV3Ic3PBUrP	Shameless	29	2346314	8	0.602	0.559	6	-8.277	0.0276	0.121	0	0.107	0.266	100.021	253507	4	USUG11500921	1Xyo4u8uXC1ZmMpatF05PJ	28.08.2015	583	0	5418988	c8b03190-306c-4120-bb0b-6f2ebfc06ea9	CA
mac miller	66wkCYWlXzSTQAfnsPBptt	My Favorite Part	137	1143785	1	0.861	0.33	6	-7.194	0.0526	0.627	0.00000193	0.14	0.715	95.016	216000	4	USWB11601441	4LLpKhyESsyAXpc4laK94U	16.09.2016	198	0	1515424	a0e8a1b1-5f8f-475a-a253-17415c17d0ff	US
future	66ztPJrqqzwWTowxO90JZB	Fly Shit Only	149	855170	2	0.692	0.733	2	-6.012	0.0313	0.43	0.00000235	0.351	0.411	109.989	212760	4	USSM11600558	1RyvyyTE3xzB2ZywiAwp0i	13.04.2016	354	0	2423215	48262e82-db9f-4a92-b650-dfef979b73ec	0
carrie underwood	67citk3uzWs5qbaIVKTeg8	Church Bells	198	815064	3	0.575	0.844	3	-1.772	0.0633	0.226	0	0.0538	0.534	87.007	193333	4	GBCTA1500054	4xFUf1FHVy696Q1JQZMTRj	23.10.2015	527	0	1078267	70f0e309-5418-49b6-a130-666e2f76eecd	US
future	67dyMPOUsbZ9Yg06PnfAAh	Draco	30	3654266	4	0.804	0.456	8	-7.44	0.0468	0.000668	0	0.31	0.176	130.014	225135	4	USSM11701441	1RyvyyTE3xzB2ZywiAwp0i	17.02.2017	44	0	2423215	48262e82-db9f-4a92-b650-dfef979b73ec	0
troye sivan	68fXn0TVggt7Gr0sPbBuI5	YOUTH	33	3002309	18	0.624	0.757	7	-4.461	0.0422	0.0521	0	0.0766	0.55	91.513	185194	4	AUUM71501373	3WGpXCj9YhhfX11TToZcXP	18.07.2016	258	0	1442528	e5712ceb-c37a-4c49-a11c-ccf4e21852d4	AU
dj snake	69bDRy5MeWQl1lNeEJQIBE	The Half	161	918633	1	0.705	0.705	11	-3.393	0.12	0.0113	0	0.643	0.431	170.031	217373	4	QMZSY1600021	540vIaP2JwjQb9dm3aArA4	05.08.2016	240	0	1024818	31445b1e-96f3-4c7f-84ec-dd02e647e690	FR
justin bieber	69bp2EbF7Q2rqc5N3ylezZ	Sorry	1	11487843	64	0.654	0.76	0	-3.669	0.045	0.0797	0	0.299	0.393	99.945	200787	4	USUM71516760	1uNFoZAHBGtllmzznpCI3s	13.11.2015	506	1	8714118	e0140a67-e4d1-4f13-8a01-364355bee46e	CA
joey bada$$	69r7LebTGOlEXXmV6BaSuU	Devastated	97	1334172	22	0.837	0.481	10	-8.522	0.0801	0.12	0	0.309	0.563	122.98	208398	4	QMKSC1600077	2P5sC9cVZDToPxyomzF1UH	27.05.2016	310	0	436625	9757ae7d-44b1-4d63-81ce-b463fe27b9ae	US
coldplay	69uxyAqqPIsUyTO8txoP2M	Adventure Of A Lifetime	19	3056640	22	0.638	0.924	7	-3.887	0.0359	0.00205	0.000173	0.149	0.515	111.995	263787	4	GBAYE1500981	4gzpq5DPGxSnKTe4SA8HAU	07.11.2015	512	0	7041455	cc197bad-dc9c-440d-a5b5-d52ba2e14234	GB
mac miller	69vVAyUx1aawSlsYjF69Jb	We (feat. CeeLo Green)	192	856008	1	0.641	0.637	3	-9.43	0.0579	0.794	0.0515	0.131	0.599	138.869	319273	4	USWB11601440	4LLpKhyESsyAXpc4laK94U	19.08.2016	226	0	1515424	a0e8a1b1-5f8f-475a-a253-17415c17d0ff	US
zac brown band	69XcvSymPaTke2Qb6f3W6P	Loving You Easy	96	800623	10	0.722	0.593	1	-3.953	0.0269	0.017	0.00000142	0.067	0.329	98.982	155653	4	USUG11500332	6yJCxee7QumYr820xdIsjo	29.04.2015	704	0	768529	507226f4-0842-4f43-950e-81a7017230ec	US
kanye west	6aEgrTRLSRQ0FIrvOwcOE6	Ultralight Beam	157	988764	9	0.591	0.398	8	-8.731	0.431	0.624	0	0.539	0.35	105.956	320680	4	USUM71603065	5K4W6rqBFWDnAN6FQUkS6x	15.06.2016	291	0	4422958	164f0d73-1234-4e2c-8743-d77bf2191051	0
dnce	6aFc0W6xVS9kN9E9NGekAl	Toothbrush	47	2404449	1	0.558	0.785	7	-5.792	0.152	0.109	0	0.485	0.794	104.934	231813	4	USUM71516725	6T5tfhQCknKG4UnH90qGnz	18.11.2016	135	0	566294	b02dc689-7859-461d-b70e-9fe1f64fddce	US
j. cole	6AGON2BGdPmPMJGiiNuuwl	Immortal	2	10737466	12	0.713	0.419	11	-10.668	0.356	0.435	0.00000287	0.126	0.246	91.634	201667	4	QMJMT1601078	6l3HvQ5sa6mXTsMTB19rO5	09.12.2016	114	1	2637958	875203e1-8e58-4b86-8dcb-7190faf411c5	US
twenty88	6amzJ3wmEDf7e5tHAndZmn	Déjà vu	141	947924	1	0.552	0.603	8	-8.948	0.168	0.16	0	0.088	0.371	123.709	251907	4	USUM71602790	6g8AmloI8egfrr3dm3SnUL	01.04.2016	366	0	59862	464e2ea3-334b-41fe-9ae2-6049c7311bdf	US
lil dicky	6AoYWCzsDls6c61Zp5qTuU	$ave Dat Money (feat. Fetty Wap & Rich Homie Quan)	58	1300624	32	0.858	0.697	2	-5.361	0.23	0.114	0	0.224	0.365	98.012	290836	4	QM4HH1550010	1tqhsYv8yBBdwANFNzHtcr	16.06.2015	656	0	446942	3268f062-6e76-480a-a384-e1dd2a276afb	0
2 chainz	6aRlUgqcLgrxQE3RMngjN5	Good Drank	102	1773891	8	0.813	0.763	11	-1.199	0.281	0.281	0	0.107	0.36	130.074	225253	4	USUM71616313	17lzZA2AlOHwCwFALHttmp	20.01.2017	72	0	1139468	dff0d392-4cd5-4052-9fbb-f485df3891e5	US
bruno mars	6b8Be6ljOzmkOmFslEb23P	24K Magic	5	6007161	17	0.818	0.803	1	-4.282	0.0797	0.034	0	0.153	0.618	106.97	225983	4	USAT21602944	0du5cEVh5yTK9QJze8zA0C	07.10.2016	177	1	5986882	afb680f2-b6eb-4cd7-a70b-a63b25c763d5	US
future	6BbINUfGabVyiNFJpQXn3x	Wicked	39	2606075	31	0.718	0.679	11	-5.899	0.0706	0.00191	0.0104	0.385	0.215	157.97	173347	4	USSM11601584	1RyvyyTE3xzB2ZywiAwp0i	13.04.2016	354	0	2423215	48262e82-db9f-4a92-b650-dfef979b73ec	0
yellow claw	6BDvCnkVLMqxRVyFFeKx4W	In My Room (feat. Ty Dolla $ign & Tyga)	58	1556804	18	0.745	0.869	6	-4.375	0.0444	0.00193	0	0.0799	0.799	104.015	168641	4	USZ4V1500196	47z7ZrgFoBvVpCnElCE3Zh	20.11.2015	499	0	282128	759abafc-c4eb-4018-8554-f29a9d842779	NL
sia	6bLopGnirdrilrpdVB6Um1	The Greatest	14	4256778	10	0.639	0.785	10	-6.167	0.174	0.0174	0.00107	0.0512	0.7	191.95	210920	4	USRC11601818	5WUlDfRSoLAfcVSX1WnrxN	21.10.2016	163	0	3462835	2f548675-008d-4332-876c-108b0c7ab9c5	AU
logic	6bM3GKo47KVgvj3gHdWS0U	Like Woah	111	989557	2	0.72	0.908	4	-4.469	0.0407	0.0389	0.00951	0.592	0.376	107.015	232693	4	USUM71516263	4xRYI6VqpkE3UwrDrAZL8L	13.11.2015	506	0	941271	713e751f-3ddb-4b77-b3b1-9e6f2e953ad5	US
fetty wap	6BOtDFg6GJm0rPUDuNmx57	Wake Up	64	1988365	19	0.647	0.673	5	-5.992	0.176	0.172	0	0.223	0.521	179.971	224000	4	QMCE31600566	6PXS4YHDkKvl1wkIl4V8DL	22.04.2016	345	0	2023211	e3492ea0-5997-4241-a7bf-2fd7fb1bfad1	US
drake	6bqtKURdSWkInAJHDkuaL0	I'm The Plug	40	1851158	16	0.829	0.527	0	-9.279	0.252	0.000416	0.000893	0.131	0.242	160.1	180000	4	USCM51500298	3TVXtAsR1Inumwj472S9r4	25.09.2015	555	0	9339050	9fff2f8a-21e6-47de-a2b8-7f449929d43f	CA
a$ap rocky	6br4Pc0BzU6dTD5fEmks2i	Electric Body	150	600423	1	0.897	0.598	2	-7.164	0.0466	0.492	0.0014	0.0646	0.515	119.966	255253	4	USRC11500795	13ubrt8QOOCPljQ2FL1Kca	26.05.2015	677	0	1734653	25b7b584-d952-4662-a8b9-dd8cdfbfeb64	US
rachel platten	6bRbeEgg8v8BQ0HuVuPE7v	Fight Song	17	2335690	24	0.639	0.707	7	-5.062	0.0739	0.0881	0	0.176	0.364	87.944	204067	4	USSM11500753	3QLIkT4rD2FMusaqmkepbq	11.05.2015	692	0	265882	070c2401-1474-477d-b377-3e5827992fbf	US
kanye west	6BrppQL1SAkKVWqp6w0nNm	Pt. 2	11	4617407	8	0.648	0.737	11	-4.267	0.371	0.587	0	0.79	0.298	144.988	130293	4	USUM71603069	5K4W6rqBFWDnAN6FQUkS6x	15.06.2016	291	0	4422958	164f0d73-1234-4e2c-8743-d77bf2191051	0
kanye west	6C7RJEIUDqKkJRZVWdkfkH	Stronger	169	935593	9	0.625	0.726	10	-7.731	0.155	0.00728	0	0.318	0.479	103.98	311867	4	USUM70741299	5K4W6rqBFWDnAN6FQUkS6x	10.08.2007	1000	0	4422958	164f0d73-1234-4e2c-8743-d77bf2191051	0
isaiah	6cAKeFFYW2aClZSUyvqAEW	It's Gotta Be You	109	1580029	10	0.433	0.745	8	-4.632	0.0377	0.221	0	0.0981	0.586	95.472	193447	4	AUBM01600473	5lXfVoQxVgC5fpjkVqvNYn	21.11.2016	132	0	12726	e6343f79-434d-4f0a-a82a-ae5744a606cd	US
kanye west	6CbEf47L2P4wEKY96uu6W8	Ultralight Beam	19	3858337	8	0.528	0.397	8	-8.728	0.487	0.637	0	0.54	0.347	87.85	320680	3	USUM71603065	5K4W6rqBFWDnAN6FQUkS6x	15.06.2016	291	0	4422958	164f0d73-1234-4e2c-8743-d77bf2191051	0
timeflies	6cREm4bV7V79Yxdilx9HDo	Once In a While	36	2698337	33	0.786	0.687	0	-5.914	0.141	0.00758	0	0.62	0.35	105.021	215160	4	TCACL1659817	6dC0rIJNLSFZwqckLgXJ8p	18.03.2016	380	0	176937	4388976f-9e02-42d9-b66f-1b9e124e3ca6	US
childish gambino	6D2w3GPnTpLJt56dHEIuWW	Boogieman	93	1694841	1	0.714	0.774	7	-7.923	0.0957	0.0986	0.178	0.214	0.629	87.988	216840	4	USYAH1600104	73sIBHcqh3Z3NyqHKZ7FOL	02.12.2016	121	0	1745729	7fb57fba-a6ef-44c2-abab-2fa3bdee607e	US
chris brown	6DaE3A1uIvDqVrVSNvUy6B	Grass Ain't Greener	159	955424	5	0.644	0.601	10	-5.097	0.0496	0.388	0	0.0884	0.483	133.946	201422	4	USRC11601025	7bXgB6jMjp9ATFy66eO08Z	05.05.2016	332	0	4077241	c234fa42-e6a6-443e-937e-2f4b073538a3	US
sam hunt	6DEaND0SHv3sC11xobZLiy	Take Your Time	71	937688	15	0.551	0.719	11	-5.631	0.0416	0.0869	0	0.219	0.456	158.08	243707	4	USUM71406922	2kucQ9jQwuD8jWdtR9Ef38	24.10.2014	891	0	557270	b27229bb-5669-4e98-b4ce-0158b2451fe8	0
hailee steinfeld	6DG2g1UhROp5pnM8fx7zH2	Starving	9	5135599	27	0.695	0.615	4	-4.194	0.104	0.379	0	0.104	0.509	99.817	181880	4	USUM71606368	5p7f24Rk5HkUZsaS3BLG5F	17.02.2017	44	1	510493	373f5bcf-f1ce-4515-83ed-0b8ed636bc14	US
chris brown	6dlpABcXrQKRU9G00i6Zba	Back To Sleep	80	1179537	15	0.647	0.646	9	-5.483	0.243	0.0424	0	0.0888	0.712	92.981	201253	4	USRC11502944	7bXgB6jMjp9ATFy66eO08Z	09.11.2015	510	0	4077241	c234fa42-e6a6-443e-937e-2f4b073538a3	US
major lazer	6DNtNfH8hXkqOX1sjqmI7p	Cold Water (feat. Justin Bieber & MØ)	1	9327522	34	0.608	0.798	6	-5.092	0.0432	0.0736	0	0.156	0.488	92.943	185352	4	QMUY41600027	738wLrAtLtCtFOLvQBXOXp	22.07.2016	254	1	1714880	75be165a-ad83-4d12-bd28-f589a15c479f	0
zayn	6dq1fUiJe6BiBORZtb9TxZ	INTERMISSION: fLoWer	177	808795	1	0.364	0.161	9	-18.356	0.0332	0.934	0.0712	0.11	0.187	118.445	104240	4	USRC11600390	5ZsFI1h6hIdQRw2ti0hz81	25.03.2016	373	0	1423981	985f7e6f-0a7e-4de7-b9ec-a5dac63cb2f7	GB
kygo	6DsFZITJMPnh8z5XewfVmL	Raging	184	808961	1	0.55	0.689	3	-7.76	0.094	0.0498	0	0.207	0.419	99.904	224487	4	SEBGA1600314	23fqKkggKUBHNkbKtXEls4	01.04.2016	366	0	1389151	ba0e7638-0cd6-4ff4-8987-c3e224d22c23	NO
zayn	6dtWKqqdveI3YvdYJQKWWn	iT's YoU	83	1427775	2	0.611	0.319	5	-10.743	0.0357	0.815	0.0151	0.108	0.187	124.92	226653	4	USRC11600333	5ZsFI1h6hIdQRw2ti0hz81	26.02.2016	401	0	1423981	985f7e6f-0a7e-4de7-b9ec-a5dac63cb2f7	GB
kehlani	6Dwtha2FtZFoMEBh5GR2sq	CRZY	144	1331434	1	0.827	0.702	6	-7.264	0.267	0.226	0.0000504	0.158	0.672	130.02	191720	4	USAT21602113	0cGUm45nv7Z6M6qdXYQGTX	15.07.2016	261	0	539639	3260ce89-5eb0-4c6a-89c7-379c0dfc2ab9	US
desiigner	6E39QsoWB7JjphPF9xCQSN	Outlet	74	1990643	5	0.643	0.813	5	-2.147	0.0828	0.109	0.000348	0.355	0.352	124.178	268813	4	USUM71701006	7pFeBzX627ff0VnN6bxPR4	09.02.2017	52	0	543583	05b75ee5-98cd-430e-b1ec-ec0f61fdabda	US
future	6e5zkH95rNF8em5vd2bwbU	F*ck Up Some Commas	76	893775	1	0.87	0.562	11	-5.931	0.241	0.0672	0.0000131	0.193	0.419	139.99	237533	4	USSM11500953	1RyvyyTE3xzB2ZywiAwp0i	17.07.2015	625	0	2423215	48262e82-db9f-4a92-b650-dfef979b73ec	0
