id,"collection_date","movie_id","url","imdb_code","title","year","rating","runtime","genres","language","mpa_rating","download_count","like_count","rt_critics_score","rt_critics_rating","rt_audience_score","rt_audience_rating","date_uploaded","t_url_1","t_has_1","t_quality_1","t_resolution_1","t_framerate_1","t_seeds_1","t_peers_1","t_size_1","t_download_count_1","t_date_uploaded_1","t_url_2","t_has_2","t_quality_2","t_resolution_2","t_framerate_2","t_seeds_2","t_peers_2","t_size_2","t_download_count_2","t_date_uploaded_2","director_name","actors"
62655,"2015-10-20",3908,"https://yts.to/movie/at-long-last-love-1975","tt0072665","At Long Last Love",1975,4.8,118,"Musical,Comedy","English","G",16045,12,17,"Rotten",38,"Spilled","2015-04-05 03:18:44","https://yts.to/torrent/download/B1F237D18B6C1B9D4855D754070712AE037E1040.torrent","B1F237D18B6C1B9D4855D754070712AE037E1040","720p","1200*720",23.976,2,2,"869.57 MB",9307,"2015-04-05 03:18:44","https://yts.to/torrent/download/8CCE5FE41C0C88812A451F2B3F838EACFBF81F65.torrent","8CCE5FE41C0C88812A451F2B3F838EACFBF81F65","1080p","1808*1080",23.976,2,1,"1.85 GB",6738,"2015-04-11 18:55:49","Peter Bogdanovich","Burt Reynolds, Cybill Shepherd, Madeline Kahn, Duilio Del Prete"
62656,"2015-10-20",3909,"https://yts.to/movie/document-of-the-dead-1985","tt0173771","Document of the Dead",1985,6.7,91,"Documentary,Horror","English","Not Rated",24247,23,0,"None",64,"Upright","2015-04-05 04:20:20","https://yts.to/torrent/download/FFC0D994EB054F2C035707A2F4699D364713027D.torrent","FFC0D994EB054F2C035707A2F4699D364713027D","720p","960*720",23.976,5,4,"682.80 MB",11246,"2015-04-05 04:20:21","https://yts.to/torrent/download/15DEB5EFB828B335281F9EEF8138F983A9E0DA5B.torrent","15DEB5EFB828B335281F9EEF8138F983A9E0DA5B","1080p","1440*1080",23.976,10,4,"1.22 GB",13001,"2015-04-05 06:15:18","Roy Frumkes","George A. Romero, John Amplas, Carl Augenstein, Steve Bissette"
62657,"2015-10-20",3910,"https://yts.to/movie/horror-on-snape-island-1972","tt0068716","Horror on Snape Island",1972,5.4,89,"Horror","English","R",20443,19,0,"None",36,"Spilled","2015-04-05 07:50:54","https://yts.to/torrent/download/E56F772AEE8C946F9F32673AE5523790134DFC71.torrent","E56F772AEE8C946F9F32673AE5523790134DFC71","720p","1280*696",23.976,3,1,"700.17 MB",10922,"2015-04-05 07:50:55","https://yts.to/torrent/download/86D6FCCD1763CDF508170EF5637F324ABFDA37B9.torrent","86D6FCCD1763CDF508170EF5637F324ABFDA37B9","1080p","1920*1040",23.976,5,2,"1.24 GB",9521,"2015-04-05 13:39:22","Jim O'Connolly","Bryant Haliday, Jill Haworth, Anna Palk, William Lucas"
62658,"2015-10-20",3911,"https://yts.to/movie/stiletto-2008","tt1027747","Stiletto",2008,5,99,"Action,Crime","English","R",58514,37,0,"None",0,"None","2015-04-06 06:41:02","https://yts.to/torrent/download/FFF03EE305BF36C2741800B75F028AA4A1D55E21.torrent","FFF03EE305BF36C2741800B75F028AA4A1D55E21","720p","1280*544",23.976,26,5,"754.92 MB",33176,"2015-04-06 06:46:40","https://yts.to/torrent/download/E998C349149F3953E32C208ABEA60E26DC580E52.torrent","E998C349149F3953E32C208ABEA60E26DC580E52","1080p","1920*816",23.976,21,3,"1.44 GB",25338,"2015-04-06 06:41:06","Nick Vallelonga","Stana Katic, Tom Berenger, Paul Sloan, Michael Biehn"
62659,"2015-10-20",3912,"https://yts.to/movie/axe-giant-the-wrath-of-paul-bunyan-2013","tt1684548","Axe Giant: The Wrath of Paul Bunyan",2013,3.4,90,"Fantasy,Horror","English","R",47153,29,0,"None",16,"Spilled","2015-04-06 08:23:19","https://yts.to/torrent/download/EE99FE803F301EC74F72E87F06FABFB53138F68D.torrent","EE99FE803F301EC74F72E87F06FABFB53138F68D","720p","1280*720",23.976,11,8,"698.00 MB",26734,"2015-04-06 08:23:24","https://yts.to/torrent/download/DAF49A78363F8065AED567B3E2DD51C6D6D17DAE.torrent","DAF49A78363F8065AED567B3E2DD51C6D6D17DAE","1080p","1920*1080",23.976,16,2,"1.23 GB",20419,"2015-04-06 13:13:56","Gary Jones","Joe Estevez, Dan Haggerty, Thomas Downey, Amber Connor"
62660,"2015-10-20",3913,"https://yts.to/movie/the-master-blackmailer-1992","tt0102416","The Master Blackmailer",1992,7.6,102,"Crime,Drama","English","12",48016,73,0,"None",0,"None","2015-04-09 02:23:04","https://yts.to/torrent/download/F359A9E82352EB20246F2F1B034B430D32876ACE.torrent","F359A9E82352EB20246F2F1B034B430D32876ACE","720p","960*720",23.976,12,1,"808.45 MB",26882,"2015-04-09 02:23:06","https://yts.to/torrent/download/780F7CB598B128006D80EB40EA974FF0AA54A189.torrent","780F7CB598B128006D80EB40EA974FF0AA54A189","1080p","1440*1080",23.976,16,4,"1.64 GB",21134,"2015-04-09 14:01:44","Peter Hammond","Jeremy Brett, Edward Hardwicke, Robert Hardy, Norma West"
62661,"2015-10-20",3914,"https://yts.to/movie/the-voices-2014","tt1567437","The Voices",2014,6.3,103,"Comedy,Crime","English","R",265249,143,73,"Fresh",56,"Spilled","2015-04-09 02:26:45","https://yts.to/torrent/download/238F2EBB66D6399A4105E1DD1BB8BFC9B7E15817.torrent","238F2EBB66D6399A4105E1DD1BB8BFC9B7E15817","720p","1280*544",23.976,371,18,"809.30 MB",175517,"2015-04-09 02:26:50","https://yts.to/torrent/download/C79634C519CF9D94322CFBEE4A242EAD4527566B.torrent","C79634C519CF9D94322CFBEE4A242EAD4527566B","1080p","1920*816",23.976,114,25,"1.64 GB",89732,"2015-04-09 04:58:54","Marjane Satrapi","Ryan Reynolds, Gemma Arterton, Anna Kendrick, Jacki Weaver"
62662,"2015-10-20",3915,"https://yts.to/movie/return-to-oz-1985","tt0089908","Return to Oz",1985,6.7,113,"Adventure,Family","English","PG",52016,49,55,"Rotten",71,"Upright","2015-04-09 02:54:33","https://yts.to/torrent/download/24D6AA1A30FD475D61C57C759C796888B456BE65.torrent","24D6AA1A30FD475D61C57C759C796888B456BE65","720p","1280*696",23.976,35,2,"814.61 MB",27069,"2015-04-09 02:54:36","https://yts.to/torrent/download/DE288F38C989F2163672B121B6DCFFF2F37617DE.torrent","DE288F38C989F2163672B121B6DCFFF2F37617DE","1080p","1920*1040",23.976,34,4,"1.65 GB",24947,"2015-04-09 12:20:03","Walter Murch","Fairuza Balk, Nicol Williamson, Jean Marsh, Piper Laurie"
62663,"2015-10-20",3916,"https://yts.to/movie/the-eligible-bachelor-1993","tt0104178","The Eligible Bachelor",1993,6.7,104,"Crime,Drama","English","12",26965,68,0,"None",0,"None","2015-04-09 03:48:46","https://yts.to/torrent/download/DD7037A29903DA1AFD086B21ED4B9ABE837E6AFA.torrent","DD7037A29903DA1AFD086B21ED4B9ABE837E6AFA","720p","960*720",23.976,8,2,"809.35 MB",14893,"2015-04-09 03:48:47","https://yts.to/torrent/download/9E7A664597348403E45D91AEBA8859A8C09F1A47.torrent","9E7A664597348403E45D91AEBA8859A8C09F1A47","1080p","1440*1080",23.976,9,5,"1.64 GB",12072,"2015-04-09 14:00:25","Peter Hammond","Jeremy Brett, Edward Hardwicke, Rosalie Williams, Geoffrey Beevers"
62664,"2015-10-20",3917,"https://yts.to/movie/home-sweet-hell-2015","tt2802136","Home Sweet Hell",2015,5.4,98,"Comedy,Drama","English","R",346359,119,5,"Rotten",25,"Spilled","2015-04-09 05:06:08","https://yts.to/torrent/download/51678EB07DAA36E5340F9817532EE035F533BD4E.torrent","51678EB07DAA36E5340F9817532EE035F533BD4E","720p","1280*544",23.976,316,27,"757.97 MB",225180,"2015-04-09 05:06:11","https://yts.to/torrent/download/37F62450E026EBB250C2E57E339EC55C68A72307.torrent","37F62450E026EBB250C2E57E339EC55C68A72307","1080p","1920*816",23.976,91,24,"1.45 GB",96075,"2015-04-14 03:03:56","Anthony Burns","Jordana Brewster, Katherine Heigl, Patrick Wilson, Kevin McKidd"
62665,"2015-10-20",3918,"https://yts.to/movie/black-cobra-2012","tt1499948","Black Cobra",2012,3.6,89,"Action","English","R",37482,23,0,"None",0,"None","2015-04-09 06:48:32","https://yts.to/torrent/download/864BDE96483811E5FE32209959009368761F39EE.torrent","864BDE96483811E5FE32209959009368761F39EE","720p","1280*544",23.976,16,3,"698.49 MB",21326,"2015-04-09 06:48:52","https://yts.to/torrent/download/604EB0A881CCC37FEF2AB693DF6AEDEFB63C1F34.torrent","604EB0A881CCC37FEF2AB693DF6AEDEFB63C1F34","1080p","1920*816",23.976,9,4,"1.33 GB",16156,"2015-04-09 08:12:19","Scott Donovan, Lilly Melgar","Cary-Hiroyuki Tagawa, Damion Poitier, Paul Duke, Jeff Wolfe"
62666,"2015-10-20",3919,"https://yts.to/movie/exists-2014","tt1988621","Exists",2014,5.2,81,"Horror","English","R",103560,68,33,"Rotten",30,"Spilled","2015-04-09 08:05:29","https://yts.to/torrent/download/ED97E6C12F9F11E7E22B9BF15013D20F88E4EFBF.torrent","ED97E6C12F9F11E7E22B9BF15013D20F88E4EFBF","720p","1280*720",23.976,62,6,"695.28 MB",58352,"2015-04-09 08:05:41","https://yts.to/torrent/download/3601F627F9C341EB016FABFEA500C985A613271F.torrent","3601F627F9C341EB016FABFEA500C985A613271F","1080p","1920*1080",23.976,43,6,"1.23 GB",45208,"2015-04-09 12:43:42","Eduardo Sanchez","Samuel Davis, Dora Madison Burge, Roger Edwards, Chris Osborn"
62667,"2015-10-20",3920,"https://yts.to/movie/swiss-family-robinson-1960","tt0054357","Swiss Family Robinson",1960,7.2,126,"Adventure,Family","English","G",41686,38,80,"Fresh",78,"Upright","2015-04-09 09:03:48","https://yts.to/torrent/download/2353FA3D92DC18E07CCAABCFF0B4391C86870983.torrent","2353FA3D92DC18E07CCAABCFF0B4391C86870983","1080p","1920*800",23.976,48,14,"1.95 GB",41686,"2015-04-09 09:03:50","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Ken Annakin","John Mills, Dorothy McGuire, James MacArthur, Janet Munro"
62668,"2015-10-20",3921,"https://yts.to/movie/the-day-of-the-siege-september-eleven-1683-2012","tt1899285","The Day of the Siege: September Eleven 1683",2012,3.9,114,"Adventure,Drama","English","R",54102,23,0,"None",24,"Spilled","2015-04-09 15:22:45","https://yts.to/torrent/download/E9F8FCB32000324D046069241D5543BD7115C01C.torrent","E9F8FCB32000324D046069241D5543BD7115C01C","720p","1280*544",25,14,2,"817.33 MB",27376,"2015-04-09 15:22:50","https://yts.to/torrent/download/9761DBF94A3B9137FFBA1DDC0B983847D296547B.torrent","9761DBF94A3B9137FFBA1DDC0B983847D296547B","1080p","1920*816",25,29,6,"1.85 GB",26726,"2015-04-09 15:35:20","Renzo Martinelli","F. Murray Abraham, Enrico Lo Verso, Alicja Bachleda, Jerzy Skolimowski"
62669,"2015-10-20",3922,"https://yts.to/movie/singles-1992","tt0105415","Singles",1992,6.7,99,"Comedy,Drama","English","PG-13",29898,34,80,"Certified Fresh",73,"Upright","2015-04-11 18:27:45","https://yts.to/torrent/download/02FBFD7210D1AC04E39193B21E95CFC4FE40E142.torrent","02FBFD7210D1AC04E39193B21E95CFC4FE40E142","1080p","1920*1080",23.976,38,3,"1.44 GB",29898,"2015-04-11 18:27:47","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Cameron Crowe","Bridget Fonda, Campbell Scott, Kyra Sedgwick, Sheila Kelley"
62670,"2015-10-20",3923,"https://yts.to/movie/inherent-vice-2014","tt1791528","Inherent Vice",2014,6.7,148,"Comedy,Crime","English","R",244523,168,73,"Fresh",53,"Spilled","2015-04-11 18:48:02","https://yts.to/torrent/download/ADEC005379A6CC0908B3568941767777D3C71501.torrent","ADEC005379A6CC0908B3568941767777D3C71501","720p","1280*688",23.976,555,53,"937.84 MB",168218,"2015-04-11 18:48:06","https://yts.to/torrent/download/B7A3E5D4FD4708B9EBFF6689291677AC51ADC80A.torrent","B7A3E5D4FD4708B9EBFF6689291677AC51ADC80A","1080p","1912*1032",23.976,283,51,"2.06 GB",76305,"2015-04-15 02:03:15","Paul Thomas Anderson","Joaquin Phoenix, Josh Brolin, Owen Wilson, Katherine Waterston"
62671,"2015-10-20",3924,"https://yts.to/movie/the-wedding-ringer-2015","tt0884732","The Wedding Ringer",2015,6.7,101,"Comedy,Romance","English","R",661238,232,27,"Rotten",66,"Upright","2015-04-11 19:06:20","https://yts.to/torrent/download/24E1654B2082361B7951B671A548E709B89AFEA8.torrent","24E1654B2082361B7951B671A548E709B89AFEA8","720p","1280*536",23.976,938,72,"806.36 MB",392512,"2015-04-11 19:06:24","https://yts.to/torrent/download/5DD799D51FD6B5446530E7D6B0C9DEB788B92C2F.torrent","5DD799D51FD6B5446530E7D6B0C9DEB788B92C2F","1080p","1920*800",23.976,418,79,"1.64 GB",268726,"2015-04-11 19:32:38","Jeremy Garelick","Kevin Hart, Josh Gad, Kaley Cuoco-Sweeting, Affion Crockett"
62672,"2015-10-20",3925,"https://yts.to/movie/black-moon-rising-1986","tt0090735","Black Moon Rising",1986,5.4,100,"Action,Sci-Fi","English","R",24737,26,33,"Rotten",23,"Spilled","2015-04-11 19:24:23","https://yts.to/torrent/download/7EEC5C0868CBC5BCB532907FB6A0F244DE6A2316.torrent","7EEC5C0868CBC5BCB532907FB6A0F244DE6A2316","720p","1280*720",24,8,6,"756.09 MB",24737,"2015-04-11 19:24:27","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Harley Cokeliss","Tommy Lee Jones, Linda Hamilton, Robert Vaughn, Richard Jaeckel"
62673,"2015-10-20",3926,"https://yts.to/movie/split-second-1992","tt0105459","Split Second",1992,6.2,90,"Action,Crime","English","R",38372,41,0,"None",58,"Spilled","2015-04-11 19:27:43","https://yts.to/torrent/download/B69BEBEDB983CECB6FA4674813922E5CA82CC46B.torrent","B69BEBEDB983CECB6FA4674813922E5CA82CC46B","720p","1280*720",23.976,37,2,"701.33 MB",38372,"2015-04-11 19:27:46","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Tony Maylam","Rutger Hauer, Kim Cattrall, Alastair Duncan, Michael J. Pollard"
62674,"2015-10-20",3927,"https://yts.to/movie/comet-2014","tt2965412","Comet",2014,6.7,91,"Comedy,Drama","English","R",142183,85,41,"Rotten",52,"Spilled","2015-04-11 20:48:42","https://yts.to/torrent/download/151A2ADC229D4D49192089EC51E12D954BD48FB9.torrent","151A2ADC229D4D49192089EC51E12D954BD48FB9","720p","1280*696",23.976,248,14,"748.39 MB",86293,"2015-04-11 20:48:51","https://yts.to/torrent/download/E47C92980F5E914FC72B8CCDE35CDEC1CCEE83EC.torrent","E47C92980F5E914FC72B8CCDE35CDEC1CCEE83EC","1080p","1920*1040",23.976,72,9,"1.43 GB",55890,"2015-04-11 23:43:17","Sam Esmail","Justin Long, Emmy Rossum, Kayla Servi, Eric Winter"
62675,"2015-10-20",3928,"https://yts.to/movie/blood-diner-1987","tt0092669","Blood Diner",1987,5,88,"Comedy,Horror","English","Unrated",16954,23,0,"None",53,"Spilled","2015-04-11 22:59:10","https://yts.to/torrent/download/6018A6CE2DB4D1A878768ACD179115458E99094C.torrent","6018A6CE2DB4D1A878768ACD179115458E99094C","720p","1280*712",23.976,18,1,"702.07 MB",16954,"2015-04-11 22:59:11","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Jackie Kong","Rick Burks, Carl Crew, Roger Dauer, LaNette La France"
62676,"2015-10-20",3929,"https://yts.to/movie/the-corruptor-1999","tt0142192","The Corruptor",1999,6,110,"Action,Crime","English","R",45058,35,49,"Rotten",44,"Spilled","2015-04-12 07:30:10","https://yts.to/torrent/download/F8D67F4E97244557D94B25A5163C6EC66128726E.torrent","F8D67F4E97244557D94B25A5163C6EC66128726E","720p","1280*536",23.976,38,4,"810.70 MB",45058,"2015-04-12 07:30:12","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","James Foley","Yun-Fat Chow, Mark Wahlberg, Ric Young, Paul Ben-Victor"
62677,"2015-10-20",3930,"https://yts.to/movie/the-backpacker-2011","tt1831776","The Backpacker",2011,2.9,91,"Horror,Thriller","English","M",41507,18,0,"None",0,"None","2015-04-12 08:18:45","https://yts.to/torrent/download/2BE459019450593F235F427F281558CF87621B27.torrent","2BE459019450593F235F427F281558CF87621B27","720p","1280*584",24,16,4,"700.85 MB",24550,"2015-04-12 08:18:45","https://yts.to/torrent/download/0E32B89780C3A6197A1600A27A13D64B6EA5C066.torrent","0E32B89780C3A6197A1600A27A13D64B6EA5C066","1080p","1920*872",24,12,3,"1.24 GB",16957,"2015-04-12 09:45:38","Dion Martin Boland","Vincent Stone, Nathan Waring, Laura Andersen, Aiden Brown"
62678,"2015-10-20",3931,"https://yts.to/movie/the-mummy-resurrected-2014","tt3382842","The Mummy Resurrected",2014,1.9,80,"Horror","English","16",114446,36,0,"None",6,"Spilled","2015-04-12 12:14:44","https://yts.to/torrent/download/A73BC9B48A15B11591CBF09B9296D2B359216841.torrent","A73BC9B48A15B11591CBF09B9296D2B359216841","720p","1280*720",23.976,43,10,"693.65 MB",65602,"2015-04-12 12:14:47","https://yts.to/torrent/download/C4B88A6A94627BCA3990B6EB683FC6849B970F9A.torrent","C4B88A6A94627BCA3990B6EB683FC6849B970F9A","1080p","1920*1080",23.976,40,10,"1.23 GB",48844,"2015-04-12 13:51:58","Patrick McManus","Lauren Bronleewe, Elizabeth Friedman, Bailey Gaddis, Iyad Hajjaj"
62679,"2015-10-20",3932,"https://yts.to/movie/careful-what-you-wish-for-2015","tt1629242","Careful What You Wish For",2015,5.5,91,"Thriller","English","R",264310,120,0,"None",0,"None","2015-04-12 21:54:42","https://yts.to/torrent/download/8DEF7C1A2FBE52999C9658619B17B56B456B7ACC.torrent","8DEF7C1A2FBE52999C9658619B17B56B456B7ACC","720p","1280*544",24,296,43,"749.96 MB",160540,"2015-04-12 21:54:47","https://yts.to/torrent/download/783D7F7BB577327781C4B3AD6201C1A7D56EAC26.torrent","783D7F7BB577327781C4B3AD6201C1A7D56EAC26","1080p","1920*816",24,113,27,"1.43 GB",103770,"2015-04-13 00:11:21","Elizabeth Allen Rosenbaum","Isabel Lucas, Dermot Mulroney, Nick Jonas, Kandyse McClure"
62680,"2015-10-20",3933,"https://yts.to/movie/gods-little-acre-1958","tt0051666","God's Little Acre",1958,6.8,118,"Comedy,Drama","English","Approved",21266,17,0,"None",43,"Spilled","2015-04-13 09:49:20","https://yts.to/torrent/download/0FC212B887AB0CA07B7014911471B1885C504967.torrent","0FC212B887AB0CA07B7014911471B1885C504967","720p","1280*720",23.976,4,4,"871.48 MB",11263,"2015-04-13 09:49:21","https://yts.to/torrent/download/B0ED448BF7D28E18F77AA432E25A65B109519F17.torrent","B0ED448BF7D28E18F77AA432E25A65B109519F17","1080p","1920*1080",23.976,8,0,"1.85 GB",10003,"2015-04-13 12:11:22","Anthony Mann","Robert Ryan, Tina Louise, Aldo Ray, Buddy Hackett"
62681,"2015-10-20",3934,"https://yts.to/movie/cia-code-name-alexa-1992","tt0103907","CIA Code Name: Alexa",1992,4.1,93,"Action,Thriller","English","R",23495,13,0,"None",18,"Spilled","2015-04-13 10:36:24","https://yts.to/torrent/download/ACA486857A77EC6EC8CC092F588E0CAD8E0BF815.torrent","ACA486857A77EC6EC8CC092F588E0CAD8E0BF815","720p","1280*720",23.976,6,2,"751.64 MB",10244,"2015-04-16 06:00:49","https://yts.to/torrent/download/82D360241E4FCCBC63288B8F818BBC50C2EE0ECF.torrent","82D360241E4FCCBC63288B8F818BBC50C2EE0ECF","1080p","1920*1080",23.976,7,7,"1.44 GB",13251,"2015-04-13 10:36:30","Joseph Merhi","Kathleen Kinmont, Lorenzo Lamas, O.J. Simpson, Alex Cord"
62682,"2015-10-20",3935,"https://yts.to/movie/allan-quatermain-and-the-lost-city-of-gold-1986","tt0092534","Allan Quatermain and the Lost City of Gold",1986,4.3,99,"Action,Adventure","English","PG",35936,33,0,"None",21,"Spilled","2015-04-13 11:46:21","https://yts.to/torrent/download/1556DE8DAE67F4EF408805E1E0DABA214B2430BA.torrent","1556DE8DAE67F4EF408805E1E0DABA214B2430BA","1080p","1920*816",23.976,28,7,"1.44 GB",35936,"2015-04-13 11:46:24","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Gary Nelson","Richard Chamberlain, Sharon Stone, James Earl Jones, Henry Silva"
62683,"2015-10-20",3938,"https://yts.to/movie/a-good-marriage-2014","tt2180994","A Good Marriage",2014,5.1,102,"Thriller","English","R",120461,56,37,"Rotten",21,"Spilled","2015-04-15 13:23:16","https://yts.to/torrent/download/826420218D01D7A477F63D1878955EE4271A793E.torrent","826420218D01D7A477F63D1878955EE4271A793E","720p","1280*528",23.976,51,33,"810.02 MB",64959,"2015-04-15 13:23:17","https://yts.to/torrent/download/21626127DD13518A5B34F3B10992C3DE0E69CDBE.torrent","21626127DD13518A5B34F3B10992C3DE0E69CDBE","1080p","1920*800",23.976,41,9,"1.64 GB",55502,"2015-04-15 19:55:33","Peter Askin","Joan Allen, Anthony LaPaglia, Stephen Lang, Cara Buono"
62684,"2015-10-20",3939,"https://yts.to/movie/feast-of-love-2007","tt0800027","Feast of Love",2007,6.7,101,"Drama,Romance","English","R",63730,48,39,"Rotten",55,"Spilled","2015-04-15 13:32:57","https://yts.to/torrent/download/AEEA59D160F0085C1AF940F880FC7FB6DFC92E75.torrent","AEEA59D160F0085C1AF940F880FC7FB6DFC92E75","720p","1280*528",24,72,9,"807.01 MB",63730,"2015-04-15 13:33:00","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Robert Benton","Morgan Freeman, Radha Mitchell, Alexa Davalos, Greg Kinnear"
62685,"2015-10-20",3940,"https://yts.to/movie/a-river-runs-through-it-1992","tt0105265","A River Runs Through It",1992,7.3,123,"Drama","English","PG",64220,65,83,"Certified Fresh",84,"Upright","2015-04-15 14:43:09","https://yts.to/torrent/download/66E3C5746987BD92DFA5428A403AF82E31D8588E.torrent","66E3C5746987BD92DFA5428A403AF82E31D8588E","720p","1280*688",23.976,66,7,"871.66 MB",54649,"2015-04-15 14:43:12","https://yts.to/torrent/download/E9575A28C1A3C1A21B9799D4E618B25DAF636E7F.torrent","E9575A28C1A3C1A21B9799D4E618B25DAF636E7F","1080p","1920*1040",23.976,41,7,"1.85 GB",9571,"2015-09-10 13:00:27","Robert Redford","Craig Sheffer, Brad Pitt, Tom Skerritt, Brenda Blethyn"
62686,"2015-10-20",3942,"https://yts.to/movie/the-water-diviner-2014","tt3007512","The Water Diviner",2014,7.2,111,"Drama,War","English","R",420867,268,63,"Fresh",62,"Upright","2015-04-15 16:47:17","https://yts.to/torrent/download/1B1325E46E514B6642DE14485A71FAA40B06B47D.torrent","1B1325E46E514B6642DE14485A71FAA40B06B47D","720p","1280*536",24,299,21,"811.45 MB",212252,"2015-04-16 15:09:37","https://yts.to/torrent/download/B7EC88F005D4F922156DF52CBFDC0A8CDB44CBC5.torrent","B7EC88F005D4F922156DF52CBFDC0A8CDB44CBC5","1080p","1920*800",24,365,72,"1.64 GB",208615,"2015-04-15 16:47:20","Russell Crowe","Jai Courtney, Russell Crowe, Olga Kurylenko, Isabel Lucas"
62687,"2015-10-20",3943,"https://yts.to/movie/camp-x-ray-2014","tt2994190","Camp X-Ray",2014,7,117,"Drama,War","English","R",440865,305,73,"Fresh",66,"Upright","2015-04-15 16:59:21","https://yts.to/torrent/download/868202102F6240CF62615BC710C1F8BE8D6E0C65.torrent","868202102F6240CF62615BC710C1F8BE8D6E0C65","720p","1280*536",24,270,46,"820.41 MB",206244,"2015-04-16 17:22:21","https://yts.to/torrent/download/F3934602F749FA73F434A4DF0E7E2BA6DCA02781.torrent","F3934602F749FA73F434A4DF0E7E2BA6DCA02781","1080p","1920*800",24,276,48,"1.85 GB",234621,"2015-04-15 16:59:30","Peter Sattler","Kristen Stewart, Peyman Moaadi, Lane Garrison, Tara Holt"
62688,"2015-10-20",3944,"https://yts.to/movie/changing-lanes-2002","tt0264472","Changing Lanes",2002,6.5,98,"Drama,Thriller","English","R",73427,58,77,"Certified Fresh",54,"Spilled","2015-04-15 18:33:04","https://yts.to/torrent/download/1878159B31575D535757745FE1C74FC78A638A36.torrent","1878159B31575D535757745FE1C74FC78A638A36","720p","1280*544",23.976,69,10,"757.66 MB",73427,"2015-04-15 18:33:06","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Roger Michell","Ben Affleck, Samuel L. Jackson, Kim Staunton, Toni Collette"
62689,"2015-10-20",3945,"https://yts.to/movie/empire-records-1995","tt0112950","Empire Records",1995,6.7,107,"Comedy,Drama","English","PG-13",70674,37,24,"Rotten",84,"Upright","2015-04-15 19:30:29","https://yts.to/torrent/download/D4E5C58A0E586E77EE4C23D3EBA4CE8DF85B886D.torrent","D4E5C58A0E586E77EE4C23D3EBA4CE8DF85B886D","720p","1280*528",23.976,51,6,"698.72 MB",42182,"2015-04-15 19:30:34","https://yts.to/torrent/download/D3E2353A807BA9B7CA70388B49CA147CD996789B.torrent","D3E2353A807BA9B7CA70388B49CA147CD996789B","1080p","1920*800",23.976,47,6,"1.23 GB",28492,"2015-04-16 18:23:43","Allan Moyle","Anthony LaPaglia, Debi Mazar, Maxwell Caulfield, Rory Cochrane"
62690,"2015-10-20",3946,"https://yts.to/movie/enter-the-dangerous-mind-2013","tt2229377","Enter the Dangerous Mind",2013,4.9,88,"Thriller","English","R",48281,28,23,"Rotten",35,"Spilled","2015-04-15 20:35:44","https://yts.to/torrent/download/2264278D92C4087F6DACB1CDA6E733AE15D3E5EF.torrent","2264278D92C4087F6DACB1CDA6E733AE15D3E5EF","720p","1280*544",23.976,27,4,"699.58 MB",28411,"2015-04-15 20:35:46","https://yts.to/torrent/download/C13B2B18D066695C0FAE4273A46CC511BE9FB356.torrent","C13B2B18D066695C0FAE4273A46CC511BE9FB356","1080p","1920*824",23.976,18,6,"1.24 GB",19870,"2015-04-16 01:44:44","Youssef Delara, Victor Teran","Nikki Reed, Thomas Dekker, Scott Bakula, Noel Gugliemi"
62691,"2015-10-20",3947,"https://yts.to/movie/becket-1964","tt0057877","Becket",1964,8,148,"Biography,Drama","English","Not Rated",38013,60,76,"Fresh",88,"Upright","2015-04-15 23:43:58","https://yts.to/torrent/download/1B8ECF14EB3E866D077C0F00FAE72B747087209D.torrent","1B8ECF14EB3E866D077C0F00FAE72B747087209D","1080p","1920*800",23.976,37,6,"2.06 GB",38013,"2015-04-15 23:43:59","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Peter Glenville","Richard Burton, Peter O'Toole, John Gielgud, Gino Cervi"
62692,"2015-10-20",3948,"https://yts.to/movie/powder-blue-2009","tt1032819","Powder Blue",2009,6.4,106,"Drama","English","R",47242,25,25,"Rotten",41,"Spilled","2015-04-16 00:40:05","https://yts.to/torrent/download/E1314D69DAF05A6D0FE4D15F11DB9CE0F5A2275E.torrent","E1314D69DAF05A6D0FE4D15F11DB9CE0F5A2275E","1080p","1920*800",23.976,33,13,"1.64 GB",47242,"2015-04-16 00:40:09","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Timothy Linh Bui","Jessica Biel, Eddie Redmayne, Forest Whitaker, Ray Liotta"
